pub_date	title	venue	excerpt	citation	url_slug	paper_url
2023-11-12	On-Board Geometric Rectification for Micro-Satellite Based on Lightweight Feature Database	Remote Sensing	15 (22), 5333 https://doi.org/10.3390/rs15225333 https://www.mdpi.com/2072-4292/15/22/5333
